Date,Product ID,Price ($),Tax ($),Total Price Paid by Client ($),Quantity Ordered,Country
2023-03-21,P1004,468.97,46.9,515.87,51,Japan
2023-03-21,P1005,24.65,2.46,27.11,54,UK
2023-03-21,P1006,433.11,43.31,476.42,97,Japan
2023-03-21,P1007,40.12,4.01,44.13,61,France
2023-03-21,P1008,227.71,22.77,250.48,53,Canada
2023-03-21,P1009,153.54,15.35,168.89,56,Canada
2023-03-21,P1010,117.75,11.78,129.53,71,Japan
2023-03-21,P1011,65.43,6.54,71.97,77,Germany
2023-03-21,P1012,31.83,3.18,35.01,80,Japan
2023-03-21,P1013,109.51,10.95,120.46,93,Australia
2023-03-21,P1014,414.99,41.5,456.49,99,Canada
2023-03-21,P1015,28.32,2.83,31.15,94,Canada
2023-03-21,P1016,236.71,23.67,260.38,85,UK
2023-03-21,P1017,275.32,27.53,302.85,70,Japan
2023-03-21,P1018,243.56,24.36,267.92,94,Canada
2023-03-21,P1019,227.96,22.8,250.76,59,UK
2023-03-21,P1020,40.58,4.06,44.64,55,France
2023-03-22,P1001,127.56,12.76,140.32,69,Japan
2023-03-22,P1002,496.17,49.62,545.79,79,France
2023-03-22,P1003,133.82,13.38,147.2,72,Japan
2023-03-22,P1004,375.65,37.56,413.21,89,USA
2023-03-22,P1005,478.46,47.85,526.31,84,USA
2023-03-22,P1006,359.37,35.94,395.31,63,Canada
2023-03-22,P1007,361.8,36.18,397.98,63,Canada
2023-03-22,P1008,66.7,6.67,73.37,73,Australia
2023-03-22,P1009,381.69,38.17,419.86,71,Japan
2023-03-22,P1010,87.43,8.74,96.17,76,Australia
2023-03-22,P1011,403.02,40.3,443.32,85,UK
2023-03-22,P1012,352.56,35.26,387.82,87,Japan
2023-03-22,P1013,218.26,21.83,240.09,50,France
2023-03-22,P1014,327.3,32.73,360.03,52,Australia
2023-03-22,P1015,94.1,9.41,103.51,85,France
2023-03-22,P1016,403.88,40.39,444.27,76,France
2023-03-22,P1017,170.12,17.01,187.13,81,France
2023-03-22,P1018,26.24,2.62,28.86,93,USA
2023-03-22,P1019,176.89,17.69,194.58,70,France
2023-03-22,P1020,383.77,38.38,422.15,80,Canada
2023-03-23,P1001,66.01,6.6,72.61,76,Japan
2023-03-23,P1002,465.64,46.56,512.2,74,Japan
2023-03-23,P1003,100.55,10.05,110.6,91,Germany
2023-03-23,P1004,420.33,42.03,462.36,99,UK
2023-03-23,P1005,48.79,4.88,53.67,71,Japan
2023-03-23,P1006,437.98,43.8,481.78,75,Japan
2023-03-23,P1007,364.78,36.48,401.26,65,UK
2023-03-23,P1008,171.88,17.19,189.07,61,Japan
2023-03-23,P1009,431.72,43.17,474.89,93,Japan
2023-03-23,P1010,175.77,17.58,193.35,93,France
2023-03-23,P1011,208.66,20.87,229.53,87,UK
2023-03-23,P1012,367.14,36.71,403.85,90,USA
2023-03-23,P1013,33.47,3.35,36.82,62,France
2023-03-23,P1014,132.59,13.26,145.85,65,Japan
2023-03-23,P1015,18.47,1.85,20.32,67,Canada
2023-03-23,P1016,390.04,39.0,429.04,82,Canada
2023-03-23,P1017,50.5,5.05,55.55,77,Germany
2023-03-23,P1018,281.54,28.15,309.69,51,Canada
2023-03-23,P1019,282.43,28.24,310.67,83,Germany
2023-03-23,P1020,290.8,29.08,319.88,83,Germany
2023-03-24,P1001,346.16,34.62,380.78,65,Germany
2023-03-24,P1002,495.41,49.54,544.95,91,France
2023-03-24,P1003,241.59,24.16,265.75,75,USA
2023-03-24,P1004,140.97,14.1,155.07,59,France
2023-03-24,P1005,304.5,30.45,334.95,71,France
2023-03-24,P1006,422.01,42.2,464.21,94,UK
2023-03-24,P1007,175.33,17.53,192.86,86,USA
2023-03-24,P1008,237.51,23.75,261.26,79,Australia
2023-03-24,P1009,209.52,20.95,230.47,73,Australia
2023-03-24,P1010,105.08,10.51,115.59,83,Australia
2023-03-24,P1011,93.54,9.35,102.89,66,France
2023-03-24,P1012,147.98,14.8,162.78,81,Australia
2023-03-24,P1013,482.67,48.27,530.94,74,Japan
2023-03-24,P1014,36.44,3.64,40.08,87,UK
2023-03-24,P1015,20.3,2.03,22.33,71,USA
2023-03-24,P1016,428.63,42.86,471.49,92,Australia
2023-03-24,P1017,341.23,34.12,375.35,63,Germany
2023-03-24,P1018,289.22,28.92,318.14,94,USA
2023-03-24,P1019,57.12,5.71,62.83,67,USA
2023-03-24,P1020,67.3,6.73,74.03,61,UK
2023-03-25,P1001,404.22,40.42,444.64,83,Germany
2023-03-25,P1002,29.95,3.0,32.95,67,Japan
2023-03-25,P1003,432.89,43.29,476.18,91,Canada
2023-03-25,P1004,461.64,46.16,507.8,90,UK
2023-03-25,P1005,150.75,15.08,165.83,56,USA
2023-03-25,P1006,294.18,29.42,323.6,94,USA
2023-03-25,P1007,56.88,5.69,62.57,72,Japan
2023-03-25,P1008,272.59,27.26,299.85,72,Canada
2023-03-25,P1009,142.3,14.23,156.53,61,UK
2023-03-25,P1010,257.54,25.75,283.29,66,UK
2023-03-25,P1011,80.92,8.09,89.01,91,Germany
2023-03-25,P1012,48.88,4.89,53.77,63,Australia
2023-03-25,P1013,202.07,20.21,222.28,60,Germany
2023-03-25,P1014,416.66,41.67,458.33,59,USA
2023-03-25,P1015,387.26,38.73,425.99,62,Japan
2023-03-25,P1016,189.23,18.92,208.15,55,Japan
2023-03-25,P1017,219.83,21.98,241.81,52,Germany
2023-03-25,P1018,316.93,31.69,348.62,74,UK
2023-03-25,P1019,52.97,5.3,58.27,82,France
2023-03-25,P1020,241.76,24.18,265.94,95,France
2023-03-26,P1001,169.73,16.97,186.7,66,Japan
2023-03-26,P1002,121.96,12.2,134.16,70,USA
2023-03-26,P1003,193.5,19.35,212.85,83,UK
2023-03-26,P1004,81.21,8.12,89.33,61,USA
2023-03-26,P1005,216.7,21.67,238.37,75,Australia
2023-03-26,P1006,494.75,49.48,544.23,84,Australia
2023-03-26,P1007,406.21,40.62,446.83,70,Japan
2023-03-26,P1008,88.95,8.9,97.85,96,Japan
2023-03-26,P1009,245.26,24.53,269.79,61,Japan
2023-03-26,P1010,55.1,5.51,60.61,91,Australia
2023-03-26,P1011,200.47,20.05,220.52,67,Japan
2023-03-26,P1012,223.82,22.38,246.2,61,Australia
2023-03-26,P1013,115.36,11.54,126.9,63,Japan
2023-03-26,P1014,218.89,21.89,240.78,57,Canada
2023-03-26,P1015,214.7,21.47,236.17,90,Japan
2023-03-26,P1016,121.46,12.15,133.61,91,UK
2023-03-26,P1017,80.99,8.1,89.09,60,UK
2023-03-26,P1018,177.9,17.79,195.69,85,France
2023-03-26,P1019,495.58,49.56,545.14,67,Canada
2023-03-26,P1020,234.13,23.41,257.54,75,Japan
2023-03-27,P1001,349.82,34.98,384.8,97,Canada
2023-03-27,P1002,363.63,36.36,399.99,97,France
2023-03-27,P1003,471.88,47.19,519.07,52,USA
2023-03-27,P1004,437.8,43.78,481.58,98,Japan
2023-03-27,P1005,466.68,46.67,513.35,96,Japan
2023-03-27,P1006,340.53,34.05,374.58,62,USA
2023-03-27,P1007,76.32,7.63,83.95,50,France
2023-03-27,P1008,301.56,30.16,331.72,78,France
2023-03-27,P1009,56.9,5.69,62.59,69,Germany
2023-03-27,P1010,150.89,15.09,165.98,93,France
2023-03-27,P1011,174.19,17.42,191.61,79,Japan
2023-03-27,P1012,497.91,49.79,547.7,68,Germany
2023-03-27,P1013,122.02,12.2,134.22,91,UK
2023-03-27,P1014,489.83,48.98,538.81,99,Japan
2023-03-27,P1015,453.41,45.34,498.75,96,Japan
2023-03-27,P1016,154.13,15.41,169.54,89,Australia
2023-03-27,P1017,426.84,42.68,469.52,85,France
2023-03-27,P1018,138.64,13.86,152.5,52,Australia
2023-03-27,P1019,414.43,41.44,455.87,72,Germany
2023-03-27,P1020,280.95,28.09,309.04,76,France
2023-03-28,P1001,272.18,27.22,299.4,97,Canada
2023-03-28,P1002,450.97,45.1,496.07,55,Canada
2023-03-28,P1003,309.06,30.91,339.97,76,Australia
2023-03-28,P1004,318.71,31.87,350.58,76,France
2023-03-28,P1005,478.7,47.87,526.57,74,USA
2023-03-28,P1006,307.63,30.76,338.39,61,Japan
2023-03-28,P1007,404.12,40.41,444.53,76,Australia
2023-03-28,P1008,29.68,2.97,32.65,54,Canada
2023-03-28,P1009,234.36,23.44,257.8,88,Canada
2023-03-28,P1010,238.09,23.81,261.9,89,Germany
2023-03-28,P1011,121.01,12.1,133.11,98,Australia
2023-03-28,P1012,173.75,17.38,191.13,74,Canada
2023-03-28,P1013,404.86,40.49,445.35,94,Australia
2023-03-28,P1014,42.54,4.25,46.79,65,USA
2023-03-28,P1015,33.23,3.32,36.55,54,Australia
2023-03-28,P1016,348.65,34.87,383.52,82,Australia
2023-03-28,P1017,111.98,11.2,123.18,85,Germany
2023-03-28,P1018,435.17,43.52,478.69,94,Germany
2023-03-28,P1019,229.34,22.93,252.27,51,Canada
2023-03-28,P1020,86.24,8.62,94.86,72,UK
2023-03-29,P1001,341.31,34.13,375.44,53,Japan
2023-03-29,P1002,209.39,20.94,230.33,76,USA
2023-03-29,P1003,143.56,14.36,157.92,88,France
2023-03-29,P1004,497.03,49.7,546.73,86,Australia
2023-03-29,P1005,312.51,31.25,343.76,62,Germany
2023-03-29,P1006,86.0,8.6,94.6,77,Canada
2023-03-29,P1007,367.82,36.78,404.6,74,Canada
2023-03-29,P1008,155.46,15.55,171.01,94,France
2023-03-29,P1009,99.65,9.97,109.62,59,Germany
2023-03-29,P1010,413.8,41.38,455.18,70,Australia
2023-03-29,P1011,38.07,3.81,41.88,75,Australia
2023-03-29,P1012,125.16,12.52,137.68,89,UK
2023-03-29,P1013,392.99,39.3,432.29,89,UK
2023-03-29,P1014,255.4,25.54,280.94,67,Australia
2023-03-29,P1015,114.51,11.45,125.96,99,Canada
2023-03-29,P1016,328.04,32.8,360.84,86,USA
2023-03-29,P1017,213.64,21.36,235.0,62,Australia
2023-03-29,P1018,221.24,22.12,243.36,57,Japan
2023-03-29,P1019,307.17,30.72,337.89,67,UK
2023-03-29,P1020,278.12,27.81,305.93,83,UK
2023-03-30,P1001,119.72,11.97,131.69,76,France
2023-03-30,P1002,118.22,11.82,130.04,87,Canada
2023-03-30,P1003,433.34,43.33,476.67,97,USA
2023-03-30,P1004,407.91,40.79,448.7,58,Japan
2023-03-30,P1005,172.47,17.25,189.72,84,Australia
2023-03-30,P1006,160.63,16.06,176.69,52,Australia
2023-03-30,P1007,19.3,1.93,21.23,56,UK
2023-03-30,P1008,171.55,17.16,188.71,65,France
2023-03-30,P1009,278.48,27.85,306.33,85,USA
2023-03-30,P1010,156.6,15.66,172.26,99,France
2023-03-30,P1011,224.51,22.45,246.96,59,France
2023-03-30,P1012,302.43,30.24,332.67,78,UK
2023-03-30,P1013,102.12,10.21,112.33,70,France
2023-03-30,P1014,89.93,8.99,98.92,89,Australia
2023-03-30,P1015,147.35,14.73,162.08,90,Australia
2023-03-30,P1016,79.15,7.92,87.07,82,USA
2023-03-30,P1017,157.71,15.77,173.48,77,Australia
2023-03-30,P1018,444.93,44.49,489.42,93,France
2023-03-30,P1019,386.68,38.67,425.35,70,Japan
2023-03-30,P1020,169.15,16.92,186.07,71,France
2023-03-31,P1001,13.2,1.32,14.52,97,Australia
2023-03-31,P1002,384.74,38.47,423.21,92,Australia
2023-03-31,P1003,73.64,7.36,81.0,72,Germany
2023-03-31,P1004,237.28,23.73,261.01,83,Australia
2023-03-31,P1005,376.25,37.62,413.87,88,USA
2023-03-31,P1006,84.6,8.46,93.06,59,Canada
2023-03-31,P1007,432.04,43.2,475.24,64,Australia
2023-03-31,P1008,263.19,26.32,289.51,77,France
2023-03-31,P1009,65.34,6.53,71.87,53,USA
2023-03-31,P1010,90.44,9.04,99.48,59,Germany
2023-03-31,P1011,417.46,41.75,459.21,57,France
2023-03-31,P1012,237.48,23.75,261.23,78,Australia
2023-03-31,P1013,392.69,39.27,431.96,77,Germany
2023-03-31,P1014,125.86,12.59,138.45,73,Australia
2023-03-31,P1015,141.4,14.14,155.54,85,UK
2023-03-31,P1016,28.93,2.89,31.82,67,USA
2023-03-31,P1017,317.88,31.79,349.67,97,Australia
2023-03-31,P1018,149.19,14.92,164.11,87,Australia
2023-03-31,P1019,356.33,35.63,391.96,86,Germany
2023-03-31,P1020,165.23,16.52,181.75,60,France
2023-04-01,P1001,302.43,30.24,332.67,9,Canada
2023-04-01,P1002,245.23,24.52,269.75,6,Australia
2023-04-01,P1003,363.11,36.31,399.42,5,Japan
2023-04-01,P1004,271.34,27.13,298.47,4,USA
2023-04-01,P1005,137.86,13.79,151.65,1,UK
2023-04-01,P1006,144.44,14.44,158.88,9,USA
2023-04-01,P1007,255.9,25.59,281.49,9,Canada
2023-04-01,P1008,475.85,47.59,523.44,7,Japan
2023-04-01,P1009,445.18,44.52,489.7,3,Canada
2023-04-01,P1010,19.58,1.96,21.54,6,Germany
2023-04-01,P1011,104.43,10.44,114.87,3,Canada
2023-04-01,P1012,32.91,3.29,36.2,6,Canada
2023-04-01,P1013,194.41,19.44,213.85,4,Germany
2023-04-01,P1014,198.88,19.89,218.77,5,Germany
2023-04-01,P1015,102.01,10.2,112.21,4,USA
2023-04-01,P1016,398.16,39.82,437.98,4,Australia
2023-04-01,P1017,416.7,41.67,458.37,3,Canada
2023-04-01,P1018,161.09,16.11,177.2,5,Australia
2023-04-01,P1019,287.59,28.76,316.35,6,Germany
2023-04-01,P1020,181.36,18.14,199.5,5,Canada
2023-04-02,P1001,195.74,19.57,215.31,2,USA
2023-04-02,P1002,285.29,28.53,313.82,3,Germany
2023-04-02,P1003,196.58,19.66,216.24,2,UK
2023-04-02,P1004,474.24,47.42,521.66,7,Canada
2023-04-02,P1005,311.87,31.19,343.06,2,Canada
2023-04-02,P1006,129.54,12.95,142.49,5,Germany
2023-04-02,P1007,218.68,21.87,240.55,2,France
2023-04-02,P1008,133.64,13.36,147.0,3,Germany
2023-04-02,P1009,312.2,31.22,343.42,3,UK
2023-04-02,P1010,489.42,48.94,538.36,8,Canada
2023-04-02,P1011,162.61,16.26,178.87,7,Japan
2023-04-02,P1012,177.7,17.77,195.47,2,Australia
2023-04-02,P1013,115.11,11.51,126.62,1,USA
2023-04-02,P1014,257.79,25.78,283.57,3,Germany
2023-04-02,P1015,19.26,1.93,21.19,4,Japan
2023-04-02,P1016,140.66,14.07,154.73,4,UK
2023-04-02,P1017,346.94,34.69,381.63,1,Canada
2023-04-02,P1018,145.69,14.57,160.26,1,USA
2023-04-02,P1019,134.1,13.41,147.51,4,Japan
2023-04-02,P1020,482.88,48.29,531.17,3,France
2023-04-03,P1001,88.12,8.81,96.93,3,Germany
2023-04-03,P1002,179.25,17.93,197.18,7,UK
2023-04-03,P1003,357.97,35.8,393.77,6,Australia
2023-04-03,P1004,157.39,15.74,173.13,8,Australia
2023-04-03,P1005,487.72,48.77,536.49,2,USA
2023-04-03,P1006,84.01,8.4,92.41,9,France
2023-04-03,P1007,452.37,45.24,497.61,2,Canada
2023-04-03,P1008,220.19,22.02,242.21,2,Germany
2023-04-03,P1009,447.62,44.76,492.38,1,France
2023-04-03,P1010,110.95,11.1,122.05,1,Germany
2023-04-03,P1011,29.12,2.91,32.03,7,UK
2023-04-03,P1012,284.65,28.46,313.11,9,Japan
2023-04-03,P1013,105.33,10.53,115.86,8,USA
2023-04-03,P1014,15.56,1.56,17.12,1,Canada
2023-04-03,P1015,315.91,31.59,347.5,2,UK
2023-04-03,P1016,328.69,32.87,361.56,8,Japan
2023-04-03,P1017,188.5,18.85,207.35,9,Canada
2023-04-03,P1018,303.91,30.39,334.3,9,USA
2023-04-03,P1019,214.22,21.42,235.64,8,Canada
2023-04-03,P1020,325.0,32.5,357.5,7,France
2023-04-04,P1001,60.95,6.1,67.05,9,Australia
2023-04-04,P1002,255.22,25.52,280.74,4,Australia
2023-04-04,P1003,462.51,46.25,508.76,1,Germany
2023-04-04,P1004,305.98,30.6,336.58,1,USA
2023-04-04,P1005,121.96,12.2,134.16,9,Germany
2023-04-04,P1006,389.29,38.93,428.22,7,Germany
2023-04-04,P1007,84.75,8.47,93.22,4,USA
2023-04-04,P1008,162.0,16.2,178.2,6,UK
2023-04-04,P1009,274.32,27.43,301.75,2,Japan
2023-04-04,P1010,282.57,28.26,310.83,5,Australia
2023-04-04,P1011,445.11,44.51,489.62,9,France
2023-04-04,P1012,487.21,48.72,535.93,8,France
2023-04-04,P1013,358.69,35.87,394.56,2,USA
2023-04-04,P1014,363.91,36.39,400.3,6,France
2023-04-04,P1015,192.87,19.29,212.16,5,France
2023-04-04,P1016,180.05,18.01,198.06,2,USA
2023-04-04,P1017,279.53,27.95,307.48,5,Germany
2023-04-04,P1018,166.15,16.62,182.77,9,France
2023-04-04,P1019,103.09,10.31,113.4,8,Japan
2023-04-04,P1020,290.34,29.03,319.37,3,France
2023-04-05,P1001,294.61,29.46,324.07,8,Japan
2023-04-05,P1002,236.51,23.65,260.16,7,Canada
2023-04-05,P1003,450.64,45.06,495.7,2,UK
2023-04-05,P1004,354.08,35.41,389.49,1,UK
2023-04-05,P1005,138.64,13.86,152.5,9,Canada
2023-04-05,P1006,135.25,13.53,148.78,2,France
2023-04-05,P1007,494.64,49.46,544.1,2,USA
2023-04-05,P1008,149.78,14.98,164.76,7,France
2023-04-05,P1009,369.66,36.97,406.63,1,Japan
2023-04-05,P1010,430.63,43.06,473.69,8,Canada
2023-04-05,P1011,168.89,16.89,185.78,6,USA
2023-04-05,P1012,471.44,47.14,518.58,1,Germany
2023-04-05,P1013,68.3,6.83,75.13,9,Japan
2023-04-05,P1014,445.08,44.51,489.59,1,USA
2023-04-05,P1015,230.17,23.02,253.19,1,USA
2023-04-05,P1016,22.84,2.28,25.12,5,France
2023-04-05,P1017,265.8,26.58,292.38,5,France
2023-04-05,P1018,320.46,32.05,352.51,5,Japan
2023-04-05,P1019,428.32,42.83,471.15,1,France
2023-04-05,P1020,232.92,23.29,256.21,2,Canada
2023-04-06,P1001,236.7,23.67,260.37,7,UK
2023-04-06,P1002,432.01,43.2,475.21,4,Germany
2023-04-06,P1003,149.17,14.92,164.09,7,France
2023-04-06,P1004,217.59,21.76,239.35,2,France
2023-04-06,P1005,404.59,40.46,445.05,6,France
2023-04-06,P1006,226.21,22.62,248.83,2,Canada
2023-04-06,P1007,92.5,9.25,101.75,3,Australia
2023-04-06,P1008,481.61,48.16,529.77,1,Germany
2023-04-06,P1009,88.8,8.88,97.68,2,Japan
2023-04-06,P1010,359.72,35.97,395.69,5,Japan
2023-04-06,P1011,30.48,3.05,33.53,9,Canada
2023-04-06,P1012,468.23,46.82,515.05,2,USA
2023-04-06,P1013,103.32,10.33,113.65,6,USA
2023-04-06,P1014,345.9,34.59,380.49,6,USA
2023-04-06,P1015,380.37,38.04,418.41,4,Japan
2023-04-06,P1016,66.23,6.62,72.85,1,Australia
2023-04-06,P1017,239.67,23.97,263.64,3,Australia
2023-04-06,P1018,154.69,15.47,170.16,6,Germany
2023-04-06,P1019,231.4,23.14,254.54,8,USA
2023-04-06,P1020,67.93,6.79,74.72,3,Japan
2023-04-07,P1001,388.67,38.87,427.54,4,Germany
2023-04-07,P1002,225.01,22.5,247.51,2,Australia
2023-04-07,P1003,80.99,8.1,89.09,4,UK
2023-04-07,P1004,470.0,47.0,517.0,6,Germany
2023-04-07,P1005,269.04,26.9,295.94,4,UK
2023-04-07,P1006,405.38,40.54,445.92,4,France
2023-04-07,P1007,155.56,15.56,171.12,8,Canada
2023-04-07,P1008,231.59,23.16,254.75,9,UK
2023-04-07,P1009,292.84,29.28,322.12,5,Canada
2023-04-07,P1010,335.03,33.5,368.53,2,Australia
2023-04-07,P1011,453.17,45.32,498.49,2,Germany
2023-04-07,P1012,287.03,28.7,315.73,4,France
2023-04-07,P1013,252.66,25.27,277.93,8,Japan
2023-04-07,P1014,119.77,11.98,131.75,4,Canada
2023-04-07,P1015,138.78,13.88,152.66,9,Germany
2023-04-07,P1016,159.05,15.91,174.96,7,France
2023-04-07,P1017,153.51,15.35,168.86,6,Australia
2023-04-07,P1018,383.36,38.34,421.7,3,Australia
2023-04-07,P1019,107.42,10.74,118.16,3,Japan
2023-04-07,P1020,65.08,6.51,71.59,4,Canada
2023-04-08,P1001,343.15,34.31,377.46,8,USA
2023-04-08,P1002,426.03,42.6,468.63,7,Canada
2023-04-08,P1003,205.56,20.56,226.12,7,Australia
2023-04-08,P1004,389.72,38.97,428.69,7,Japan
2023-04-08,P1005,76.09,7.61,83.7,8,UK
2023-04-08,P1006,336.57,33.66,370.23,9,Germany
2023-04-08,P1007,301.75,30.18,331.93,8,Canada
2023-04-08,P1008,40.25,4.03,44.28,1,Germany
2023-04-08,P1009,196.63,19.66,216.29,9,Japan
2023-04-08,P1010,319.03,31.9,350.93,7,France
2023-04-08,P1011,142.66,14.27,156.93,8,USA
2023-04-08,P1012,341.96,34.2,376.16,8,Japan
2023-04-08,P1013,277.25,27.73,304.98,1,Japan
2023-04-08,P1014,106.28,10.63,116.91,1,Australia
2023-04-08,P1015,101.48,10.15,111.63,2,UK
2023-04-08,P1016,102.87,10.29,113.16,5,UK
2023-04-08,P1017,68.92,6.89,75.81,4,France
2023-04-08,P1018,206.72,20.67,227.39,2,Japan
2023-04-08,P1019,483.2,48.32,531.52,9,Japan
2023-04-08,P1020,191.18,19.12,210.3,2,USA
2023-04-09,P1001,434.79,43.48,478.27,8,USA
2023-04-09,P1002,474.31,47.43,521.74,5,Germany
2023-04-09,P1003,386.92,38.69,425.61,8,UK
2023-04-09,P1004,302.23,30.22,332.45,9,USA
2023-04-09,P1005,212.12,21.21,233.33,2,Japan
2023-04-09,P1006,102.73,10.27,113.0,6,USA
2023-04-09,P1007,390.93,39.09,430.02,8,France
2023-04-09,P1008,345.51,34.55,380.06,6,USA
2023-04-09,P1009,446.97,44.7,491.67,3,Canada
2023-04-09,P1010,154.87,15.49,170.36,2,UK
2023-04-09,P1011,133.09,13.31,146.4,4,Japan
2023-04-09,P1012,36.0,3.6,39.6,5,France
2023-04-09,P1013,54.92,5.49,60.41,5,UK
2023-04-09,P1014,262.34,26.23,288.57,3,France
2023-04-09,P1015,225.74,22.57,248.31,6,UK
2023-04-09,P1016,133.66,13.37,147.03,9,USA
2023-04-09,P1017,68.62,6.86,75.48,1,UK
2023-04-09,P1018,106.4,10.64,117.04,6,Germany
2023-04-09,P1019,272.13,27.21,299.34,5,Canada
2023-04-09,P1020,402.27,40.23,442.5,3,Canada
2023-04-10,P1001,203.27,20.33,223.6,6,Australia
2023-04-10,P1002,492.98,49.3,542.28,3,Germany
2023-04-10,P1003,349.28,34.93,384.21,8,Canada
2023-04-10,P1004,62.82,6.28,69.1,5,USA
2023-04-10,P1005,470.93,47.09,518.02,9,Germany
2023-04-10,P1006,24.43,2.44,26.87,2,Japan
2023-04-10,P1007,428.98,42.9,471.88,8,Germany
2023-04-10,P1008,276.23,27.62,303.85,5,Japan
2023-04-10,P1009,70.95,7.1,78.05,9,Germany
2023-04-10,P1010,309.6,30.96,340.56,1,Japan
2023-04-10,P1011,22.6,2.26,24.86,1,UK
2023-04-10,P1012,122.2,12.22,134.42,6,UK
2023-04-10,P1013,299.63,29.96,329.59,7,Australia
2023-04-10,P1014,199.66,19.97,219.63,9,Canada
2023-04-10,P1015,34.38,3.44,37.82,4,Japan
2023-04-10,P1016,249.0,24.9,273.9,7,Australia
2023-04-10,P1017,95.83,9.58,105.41,8,Germany
2023-04-10,P1018,463.56,46.36,509.92,3,Germany
2023-04-10,P1019,260.28,26.03,286.31,4,Germany
2023-04-10,P1020,367.28,36.73,404.01,8,UK
2023-04-11,P1001,171.93,17.19,189.12,9,Australia
2023-04-11,P1002,341.99,34.2,376.19,3,UK
2023-04-11,P1003,25.13,2.51,27.64,7,Australia
2023-04-11,P1004,64.3,6.43,70.73,6,Japan
2023-04-11,P1005,494.65,49.47,544.12,2,USA
2023-04-11,P1006,326.55,32.66,359.21,6,Australia
2023-04-11,P1007,459.28,45.93,505.21,3,France
2023-04-11,P1008,23.31,2.33,25.64,2,Canada
2023-04-11,P1009,375.31,37.53,412.84,7,Germany
2023-04-11,P1010,423.09,42.31,465.4,3,Germany
2023-04-11,P1011,73.4,7.34,80.74,5,Canada
2023-04-11,P1012,442.66,44.27,486.93,6,Australia
2023-04-11,P1013,459.89,45.99,505.88,1,USA
2023-04-11,P1014,337.13,33.71,370.84,4,UK
2023-04-11,P1015,458.46,45.85,504.31,4,Canada
2023-04-11,P1016,430.81,43.08,473.89,7,Japan
2023-04-11,P1017,328.35,32.84,361.19,3,UK
2023-04-11,P1018,82.95,8.29,91.24,3,Canada
2023-04-11,P1019,138.13,13.81,151.94,7,Germany
2023-04-11,P1020,223.35,22.34,245.69,7,Japan
2023-04-12,P1001,166.93,16.69,183.62,6,Germany
2023-04-12,P1002,241.05,24.11,265.16,5,Germany
2023-04-12,P1003,461.77,46.18,507.95,9,USA
2023-04-12,P1004,477.63,47.76,525.39,5,Canada
2023-04-12,P1005,221.54,22.15,243.69,5,Australia
2023-04-12,P1006,260.38,26.04,286.42,9,UK
2023-04-12,P1007,326.93,32.69,359.62,8,Australia
2023-04-12,P1008,109.32,10.93,120.25,7,Australia
2023-04-12,P1009,321.1,32.11,353.21,8,Australia
2023-04-12,P1010,89.13,8.91,98.04,1,Australia
2023-04-12,P1011,121.96,12.2,134.16,7,Canada
2023-04-12,P1012,447.18,44.72,491.9,2,Germany
2023-04-12,P1013,134.79,13.48,148.27,3,Germany
2023-04-12,P1014,123.91,12.39,136.3,1,Japan
2023-04-12,P1015,227.59,22.76,250.35,6,USA
2023-04-12,P1016,51.21,5.12,56.33,5,Japan
2023-04-12,P1017,281.71,28.17,309.88,3,Canada
2023-04-12,P1018,169.55,16.96,186.51,3,USA
2023-04-12,P1019,60.9,6.09,66.99,7,Japan
2023-04-12,P1020,14.15,1.42,15.57,8,Canada
2023-04-13,P1001,208.61,20.86,229.47,1,Australia
2023-04-13,P1002,452.66,45.27,497.93,8,Australia
2023-04-13,P1003,264.54,26.45,290.99,7,USA
2023-04-13,P1004,73.28,7.33,80.61,7,USA
2023-04-13,P1005,392.71,39.27,431.98,6,Canada
2023-04-13,P1006,398.6,39.86,438.46,4,USA
2023-04-13,P1007,173.09,17.31,190.4,2,Canada
2023-04-13,P1008,399.59,39.96,439.55,9,France
2023-04-13,P1009,422.96,42.3,465.26,5,UK
2023-04-13,P1010,297.96,29.8,327.76,9,Canada
2023-04-13,P1011,380.94,38.09,419.03,9,Japan
2023-04-13,P1012,472.42,47.24,519.66,9,Germany
2023-04-13,P1013,372.3,37.23,409.53,4,Germany
2023-04-13,P1014,308.25,30.83,339.08,2,Canada
2023-04-13,P1015,80.4,8.04,88.44,3,Australia
2023-04-13,P1016,131.79,13.18,144.97,3,Canada
2023-04-13,P1017,325.96,32.6,358.56,8,Australia
2023-04-13,P1018,449.78,44.98,494.76,8,France
2023-04-13,P1019,196.92,19.69,216.61,7,USA
2023-04-13,P1020,74.86,7.49,82.35,1,Australia
2023-04-14,P1001,372.26,37.23,409.49,9,France
2023-04-14,P1002,278.37,27.84,306.21,1,Japan
